INDEX,ADDRESS,ADMINISTRATOR,CITY,FACILITY_TYPE,NAME,PHONE,ST,ZIP,OWNER,lat,long
363,One Audubon Plaza Drive,Jon Cooper,Louisville,Hospital,Norton Audubon Hospital,502-636-7006,KY,40217,"Norton Hospitals, Inc.",38.21408155,-85.72304698
364,4960 Norton Healthcare Boulevard,Jeremy Sprecher,Louisville,Hospital,Norton Brownsboro Hospital,502-446-8000,KY,40241,"Norton Hospitals, Inc.",38.31491788,-85.57321682
365,200 East Chestnut Street,Matthew Ayers,Louisville,Hospital,Norton Hospital/Norton Medical Pavilion/Norton Children'S Hospital,502-629-8000,KY,40202,"Norton Hospitals, Inc.",38.24821177,-85.75176209
366,850 South 28Th Street,Corenza Townsend,Louisville,Hospital,Norton West Louisville Hospital,(502) 644-3639,KY,40211,"Norton Hospitals, Inc.",38.24556989,-85.79905193
367,11800 Bluegrass Parkway,Andrew Strausbaugh,Louisville,Hospital,"Rehabilitationhospitaloflouisville,Llc,Dba Baptisthealthrehabilitationhospital",(502)579-5000,KY,40299,"Rehabilitation Hospital Of Louisville, Llc ",38.21709557,-85.5362218
368,1405 Browns Lane,Paul Andrews,Louisville,Hospital,The Brook - Dupont,502-896-0495,KY,40207,"Tbd Acquisition, Llc",38.23599219,-85.62972609
369,8521 Lagrange Rd,Paul Andrews,Louisville,Hospital,The Brook Hospital - Kmi,502-426-6380,KY,40242,"Kmi Acquisition, Llc",38.26577042,-85.59366886
370,5000 Chamberlain Lane,Karen Young,Louisville,Hospital,"U Of L Health, Frazier Rehabilitation Hospital-Brownsboro",(502)861-9600,KY,40241,"Rehabilitation Hospital Of Louisville Eae, Llc",38.31647739,-85.56899958
371,530 S Jackson St,Ken Marshall,Louisville,Hospital,University Of Louisville Hospital,502-562-3000,KY,40202,University Medical Center Inc,38.24908882,-85.74498577
372,220 Abraham Flexner Way,Cathy Spalding,Louisville,Hospital,Uofl Health - Frazier Rehabilitation Institute,502-407-3242,KY,40202,"Uofl Health - Louisville, Inc.",38.24902858,-85.74886462
373,200 Abraham Flexner Way,John Walsh,Louisville,Hospital,Uofl Health - Jewish Hospital,502-587-4011,KY,40202,"Uofl Health - Louisville, Inc.",38.24903833,-85.74897433
374,1850 Bluegrass Avenue,Melisa Adkins,Louisville,Hospital,Uofl Health - Mary And Elizabeth Hospital,502-361-6000,KY,40215,"Uofl Health - Louisville, Inc.",38.17936096,-85.79374115
375,2020 Newburg Rd,Keith Rankin,Louisville,Hospital,Uofl Health - Peace Hospital,502-451-3330,KY,40205,"Uofl Health - Louisville, Inc.",38.2183632,-85.70886401
376,309 Eleventh Street,"Liter Lexington, Ky 40503",Carrollton,Hospital,Carroll County Memorial Hospital,502-732-4321,KY,41008,Ccmh Corporation,38.68040046,-85.16930509
377,625 James S Trimble Blvd,Kathy Stumbo,Paintsville,Hospital,Paintsville Arh Hospital,606-789-3511,KY,41240,"Arh Tug Valley Health Services, Inc.",37.8149591,-82.81231328
378,201 Medical Village Drive,Dean Blevins,Edgewood,Hospital,Encompass Health Rehabilitation Hospital Of Northern Kentucky,859-341-2044,KY,41017,"Healthsouth Northern Kentucky Rehabilitation Hospital, Llc",39.01043719,-84.56497913
379,1 Medical Village Dr.,Garren Colvin,Edgewood,Hospital,St. Elizabeth Edgewood,859-301-2000,KY,41017,St Elizabeth Medical Center Inc,39.00798015,-84.56477548
380,820 Dolwick Drive,Jason Statts,Erlanger,Hospital,Sun Behavioral Health ,732-747-1800,KY,41018,"Northern Kentucky Behavioral, Llc",39.0389472,-84.5944414
381,80 Hospital Drive,Charles Lovell,Barbourville,Hospital,Barbourville Arh Hospital,606-546-4175,KY,40906,"Arh Mary Breckinridge Health Services, Inc.",36.85221241,-83.87045115
382,1001 Saint Joseph Lane,John Yanes,London,Hospital,Chi Saint Joseph Hospital London,606-330-6000,KY,40741,"Saint Joseph Health System, Inc.",-84.10865245424742,-84.10865245424742
383,2485 Highway 644,Greg Kiser,Louisa,Hospital,Three Rivers Medical Center,606-638-9451,KY,41230,Hospital Of Louisa Inc,-82.60501512056584,-82.60501512056584
384,130 Kate Ireland Drive,Mallie Noble,Hyden,Hospital,Mary Breckinridge Arh Hospital,606-672-2901,KY,41749,"Arh Mary Breckinridge Health Services, Inc.",37.16384974,-83.37842572
385,240 Hospital Road,Jamie Easterling,Whitesburg,Hospital,Whitesburg Arh Hospital,606-633-3500,KY,41858,Appalachian Regional Healthcare Inc,37.11333243,-82.81279959
386,110 Metker Trail,Daniel Mckay,Stanford,Hospital,Ephraim Mcdowell Fort Logan Hospital,606-365-4788,KY,40484,"Emhfl, Inc.",37.54352134,-84.65354451
387,131 Hospital Drive,Elizabeth Snodgrass,Salem,Hospital,Livingston Hospital & Healthcare Services. Inc.,270-988-2299,KY,42078,"Livingston Hospital And Healthcare Services, Inc.",37.26311667,-88.22923482
388,1625 Nashville Street,Eric Hagan,Russellville,Hospital,The Medical Center At Russellville,270-726-4011,KY,42276,Bowling Green-Warren County Community Hospital Corporation,36.8162423,-86.8815692
389,801 Eastern Bypass,Greg Gerard,Richmond,Hospital,Baptist Health Richmond,859-623-3131,KY,40475,"Baptist Health Richmond, Inc.",37.731205,-84.28582551
390,305 Estill Street,Sandra Rose,Berea,Hospital,Saint Joseph Berea,859-986-6500,KY,40403,"Saint Joseph Health System, Inc.",37.57362211,-84.28736322
391,320 Loretto Road,Reba Celsor,Lebanon,Hospital,Spring View Hospital,270-692-5145,KY,40033,"Spring View Hospital, Llc",37.57068054,-85.26101215
392,"615 Old Symsonia Road,  Po Box 630",David Fuqua,Benton,Hospital,Marshall County Hospital,270-527-4800,KY,42025,Marshall Co. Public Hospital District Corp,36.86556988,-88.36491048
393,989 Medical Park Drive,Kathy Vancampen,Maysville,Hospital,Meadowview Regional Medical Center,606-759-5311,KY,41056,Meadowview Regional Medical Center Llc,38.64077825,-83.80789417
394,1 Trillium Way,Bailey Powers,Corbin,Hospital,Baptist Health Corbin,606-528-1212,KY,40701,Baptist Healthcare System Inc,36.92197795,-84.11400936
395,2501 Kentucky Avenue,Kenny Boyd,Paducah,Hospital,Baptist Health Paducah,270-575-2100,KY,42003,Baptist Healthcare Systems Inc,37.0734879,-88.6276939
396,1530 Lone Oak Rd,Michael Yungmann,Paducah,Hospital,Mercy Health Lourdes Hospital,270-444-2444,KY,42003,"Mercy Health-Lourdes Hospital, Llc",37.05341575,-88.64711335
397,464 Linden Ave.,Daniel  Mckay,Harrodsburg,Hospital,The James B. Haggin Memorial Hospital,859-239-2409,KY,40330,The James B Haggin Memorial Hospital Inc,37.75655271,-84.84828339
398,529 Capp Harlan Rd,Vicky Mcfall,Tompkinsville,Hospital,Monroe County Medical Center,270-487-9231,KY,42167,Monroe Medical Foundation Inc,36.6994171,-85.67791412
399,225 Falcon Drive,Cinda Fluke,Mt. Sterling,Hospital,Chi Saint Joseph Mount Sterling,859-497-5018,KY,40353,"Saint Joseph Health System, Inc.",-83.94510419297049,-83.94510419297049
400,476 Liberty Road,Stephen Gavalchik,West Liberty,Hospital,Morgan County Arh Hospital,606-743-3186,KY,41472,Appalachian Regional Healthcare Inc,37.9218424,-83.26628028
401,440 Hopkinsville Street,Ed Heath,Greenville,Hospital,Owensboro Health Muhlenberg Community Hospital,270-338-8000,KY,42345,"Oh Muhlenberg, Llc",37.19699255,-87.18877258
402,4305 New Shepherdsville Road,Jennifer Nolan,Bardstown,Hospital,Flaget Memorial Hospital ,502-350-5000,KY,40004,"Flaget Health, Inc.",37.86306978,-85.52275965
403,1211 Old Main St.,Shellie Shouse,Hartford,Hospital,Ohio County Hospital,270-298-7411,KY,42347,Ohio County Hospital Corporation,37.44772974,-86.89709693
404,1025 New Moody Lane,Clint Kaho,Lagrange,Hospital,Baptist Health La Grange,502-222-5388,KY,40031,"Baptist Healthcare Systems, Inc.",38.39616058,-85.37608798
405,1612 Dawkins Road,Greg Taylor,Lagrange,Hospital,Kentucky Correctional Psychiatric Center,502-222-7161,KY,40031,Commonwealth Of Ky,38.41302817,-85.41676211
406,100 Medical Center Drive,Dan Stone,Hazard,Hospital,Hazard Arh Regional Medical Center,606-439-6600,KY,41701,Appalachian Regional Healthcare Inc,37.2774741,-83.2281675
407,911 Bypass Rd,Michael Frey,Pikeville,Hospital,Pikeville Medical Center,606-218-3500,KY,41501,"Pikeville Medical Center, Inc.",37.4706568,-82.5219823
408,260 Hospital Drive,Timothy Hatfield,South Williamson,Hospital,Tug Valley Arh Regional Medical Center,606-237-1700,KY,41503,"Appalachian Regional Healthcare, Inc.",37.67663511,-82.29606816
409,305 Langdon Street,Steve Sloan,Somerset,Hospital,Lake Cumberland Regional Hospital,606-679-7441,KY,42502,"Lake Cumberland, Llc",37.0849757,-84.6210369
410,145 Newcomb Ave,Stephen Estes,Mt Vernon,Hospital,Rockcastle Regional Hospital & Respiratory Care Center,606-256-2195,KY,40456,"Rockcastle Regional Hsp And Respiratory Care Ctr, Inc",37.35760565,-84.33609373
411,222 Medical Circle,Donald Lloyd Ii,Morehead,Hospital,St. Claire Regional Medical Center,606-783-6500,KY,40351,St Claire Medical Center Inc,38.18048788,-83.44297749
412,"153 Dowell Rd., Po Box 1610",Patrick Branco,Russell Springs,Hospital,Russell County Hospital,270-866-4141,KY,42642,"Russell County Hospital District Health Facility Corporation, Inc.",37.05743689,-85.06696191
413,1140 Lexington Road,William Haugh,Georgetown,Hospital,Georgetown Community Hospital,502-868-1100,KY,40324,"Georgetown Community, Llc",38.18577419,-84.56218795
414,727 Hospital Drive,Aaron Garofola,Shelbyville,Hospital,Uofl Health - Shelbyville Hospital,502-647-4300,KY,40065,"Uofl Health - Shelbyville, Inc.",38.21034498,-85.23600481
415,1100 Brookhaven Road,Anette Runyon,Franklin,Hospital,The Medical Center At Franklin,270-598-4800,KY,42134,Bowling Green-Warren County Community Hospital Corporation,36.7027878,-86.5759788
416,1700 Old Lebanon Road,Mike Everett,Campbellsville,Hospital,Taylor Regional Hospital,270-465-3561,KY,42718,Taylor Co Hosp Dist Health Facilities Corp,37.36568051,-85.33912937
417,254 Main Street,John Sumner,Cadiz,Hospital,Trigg County Hospital Inc.,270-522-3215,KY,42211,Trigg County Hospital Inc,36.86707926,-87.82203258
418,4604 U.S. Hwy. 60W,Benny Nolen,Morganfield,Hospital,Deaconess Union County Hospital,270-389-3030,KY,42437,"Deaconess Health Kentucky, Inc.",37.62676339,-87.94367878
419,1035 Porter Pike Rd,Jeremy Wagoner,Bowling Green,Hospital,Rivendell Behavioral Health Services,270-843-1199,KY,42103,"Uhs Of Bowling Green, Llc",36.99882968,-86.37954037
420,1300 Campbell Lane,Stuart Locke,Bowling Green,Hospital,Southern Kentucky Rehabilitation Hospital,270-782-6900,KY,42104,"1300 Campbell Lane Operating Company, Llc",36.95728332,-86.44779171
421,250 Park Street,Connie Smith,Bowling Green,Hospital,The Medical Center At Bowling Green,270-745-1000,KY,42101,B G Warren County Comm Hosp Corp,36.99637389,-86.4300256
422,1801 Ashley Circle,Mike Sherrod,Bowling Green,Hospital,Tristar Greenview Regional Hospital,270-793-1000,KY,42102,Greenview Hospital Inc,36.96581029,-86.43593639
423,166 Hospital Street,Joe Murrell,Monticello,Hospital,"Wayne County Hospital, Inc.",606-348-9343,KY,42633,"Wayne County Hospital, Inc.",36.820196,-84.86816427
424,360 Amsden Ave.,William Haugh,Versailles,Hospital,Bluegrass Community Hospital,859-879-2300,KY,40383,Woodford  Hospital Llc,38.05478844,-84.72438692
425,"715 Shaker Drive, Suite 132",Carter Beard Leigh Ann,Lexington,​Laboratories,"Advanced Dermatology, Psc",(859) 288-5004,KY,40504,"Advanced Dermatology, Psc",38.03150566,-84.528993
426,"3810 Springhurst Blvd, Suite 200",Malone Janine,Louisville,​Laboratories,Aid Dermatopathology Laboratory,(502) 583-1749,KY,40241,"Associates In Dermatology, Pllc",38.30307912,-85.5600549
427,600 Executive Park ,Chou Phd Dabcc Peter,Louisville,​Laboratories,"American Health Mw, Llc",(937) 205-0296,KY,40207,"American Health Mw, Llc",38.24176607,-85.6226456
428,520 East Chestnut Street,Theus John,Louisville,​Laboratories,"American National Red Cross - Louisville Ky, The",(502) 540-7044,KY,40202,American Red Cross,38.24746928,-85.74472877
429,"2620 Wilhite Drive, Suite 213",Bodnar James,Lexington,​Laboratories,Ameripath Kentucky Inc,(859) 275-1922,KY,40503,"Quest Diagnostics, Inc.",37.99691364,-84.51767202
430,181 Collins Lane,Zavos Panayiotis,Lexington,​Laboratories,Andrology Institute Of America,(859) 278-6806,KY,40503,Fertility Technologies International Inc,38.01236494,-84.51838098
431,103 Medical Ctr Dr,Edens Jacob,Hazard,​Laboratories,Appalachian Regional Healthcare Reference,(606) 487-7456,KY,41701,"Appalachian Regional Healthcare, Inc",37.2773048,-83.2298334
432,320 West 18Th Street,Godbole Medha,Hopkinsville,​Laboratories,"Associated Pathologist, Llc",(270) 887-0141,KY,42240,"Associated Pathologist, Llc",36.86036647,-87.49539427
433,1301 North Race Street,Bruner Kathy,Glasgow,​Laboratories,Associated Pathologists Dba Pathgroup (Tj Samson),(270) 651-4166,KY,42141,"Associated Pathologists, Llc",37.01141717,-85.90387873
434,250 Park Street,Mccay Juli,Bowling Green,​Laboratories,"Associated Pathologists, Llc Dba Pathgroup Bowling",(615) 562-9545,KY,42101,"Associated Pathologists, Llc",36.99637389,-86.4300256
435,"1201 Pleasant Valley Road, Pathology Department",Mills Charles,Owensboro,​Laboratories,"Associated Pathologists, Llc Dba Pathgroup Owensbo",(615) 562-9545,KY,42303,Pathgroup Labs,37.77305247,-87.06598905
436,156 Island Creek Road,Pagtakhan-So Leonor,Pikeville,​Laboratories,Asthma And Allergy Center,(606) 432-0174,KY,41501,Medical Investment Trust,37.46246486,-82.52631668
437,1010 Medical Center Drive,Smith Alexander,Powderly,​Laboratories,Baptist Health Deaconess Medical Group,(270) 377-1654,KY,42367,"Baptist Health Deaconess Medical Group, Inc",37.22682853,-87.16137758
438,1760 Nicholasville Rd Suite 501,Akin James,Lexington,​Laboratories,Bluegrass Fertility Center Inc Site B,(859) 260-1515,KY,40503,"Bluegrass Fertility Center, Inc.",38.01849915,-84.51396318
439,881 Corporate Dr,Gibbs Phillip,Lexington,​Laboratories,C19 Labs Llc,(859) 215-7957,KY,40503,Colt Neck Labs Llc,38.01253266,-84.55379903
440,2211 Greene Way Ste 115,Tobias Joshua,Louisville,​Laboratories,Cardinal Laboratory Llc,(812) 760-5472,KY,40220,Cardinal Laboratory Llc,38.21474789,-85.59864961
441,"4360 Brownsboro Rd, Suite 315",Orosz Magdalena,Louisville,​Laboratories,"Citizensdx, Llc",(561) 568-1791,KY,40207,Citizens Financial Corporation,38.31253896,-85.56312553
442,4001 Dutchmans Lane,Slucher Bennie,Louisville,​Laboratories,"Clinical Associates, Llc",(502) 893-1058,KY,40207,Norton Healthcare,38.233967,-85.6339307
443,1 Audubon Plaza Drive,Wills-Frank Lisa,Louisville,​Laboratories,"Clinical Associates, Llc Dba Cpa Lab",(502) 636-7176,KY,40217,Norton Healthcare,38.21408155,-85.72304698
444,12701 Plantside Drive,Kleiboeker Steven,Jeffersontown,​Laboratories,"Clinical Enterprise, Llc",(269) 491-0919,KY,40299,Eurofins Clinical Testing Us Holdings Llc,38.2112348,-85.52336834
445,3945 Simpson Lane,Gosney Julie,Richmond,​Laboratories,Combined Physicians Lab Llc Dba Integrated Dx,(859) 353-8464,KY,40475,"Combined Physicians Lab, Llc",37.86177826,-84.32911944
446,"100 Executive Park, Ste 165",Jackson Lewis,Louisville,​Laboratories,"Commonwealth Pain Associates, Pllc",(502) 457-6965,KY,40207,"Commonwealth Pain Associates, Pllc",38.24301424,-85.62406361
447,812 N Main St,Clark Jason,Jamestown,​Laboratories,Cornerstone Diagnostics Inc,(877) 412-8330,KY,42629,Cornerstone Diagnostics Inc,36.99442936,-85.07107877
448,"2935 Breckenridge Lane, Suite 101",Martin Alvin,Louisville,​Laboratories,Cpa Lab,(502) 897-9594,KY,40220,Norton Healthcare,38.2206842,-85.63098123
449,2305 The Woods Lane,Crump Daniel,Lexington,​Laboratories,"Dbc Path, Llc",(859) 494-2008,KY,40502,"Dbc Path, Llc",37.99768368,-84.47189815
450,839 S 2Nd St,Sonnier George,Louisville,​Laboratories,Dermatopathology Alliance Of Ky,(502) 583-5834,KY,40203,"George B Sonnier, Md And Paul K Fearneyhough, Md",38.24259767,-85.75554197
451,100 Sower Blvd Suite 204,Arora Vaneet,Frankfort,​Laboratories,Division For Laboratory Services,(502) 564-4446,KY,40601,Commonwealth Of Kentucky,38.18897796,-84.84680724
452,111 South Hubbards Lane Ste 1,Jackson Lewis,Louisville,​Laboratories,Elite Clinical Laboratory,(502) 457-6965,KY,40207,Elite Clinical Laboratory,38.25140736,-85.63994553
453,29 East 6Th Street,Bourland James,Newport,​Laboratories,Ethos Laboratories,(513) 889-4423,KY,41071,Ethos Holding Corporation,39.09123944,-84.49418343
454,12701 Plantside Dr,Kleiboeker Steve,Louisville,​Laboratories,"Eurofins Diatherix Laboratories, Llc",(866) 979-4242,KY,40299,"Eurofins Us Holdings, Inc. ",38.2112348,-85.52336834
455,2307 Greene Way,Burch Andrea,Louisville,​Laboratories,Family Dermatology,(502) 495-1162,KY,40220,"Dermatopathology Consultants Of Kentucky, Pllc",38.21387854,-85.59781968
456,117 West South St,Middleton James,Munfordville,​Laboratories,Family Medical Center Of Hart County,(270) 524-7231,KY,42765,Family Medical Center Of Hart County,37.27059478,-85.89038529
457,201 Park St,Granese Jacqueline,Bowling Green,​Laboratories,Gilbert Barbee Moore & Mcilvoy Psc,(270) 783-0474,KY,42101,"Gilbert, Barbee, Moore, & Mcilvoy, Psc",36.99687743,-86.4294523
458,1065 Ashley Street,Granese Jacqueline,Bowling Green,​Laboratories,Granese Pathology Laboratory,(270) 843-3376,KY,42103,"Gilbert, Barbee, Moore & Mcilvoy, Psc",36.96694216,-86.43010725
459,812 Russell Street,Rumpler Marc,Covington,​Laboratories,"Gravity Diagnostics, Llc",(855) 841-7111,KY,41011,"Gravity 360, Inc",39.08158492,-84.51284296
460,"2520 Regency Rd, Suite 130",Millner Lori,Lexington,​Laboratories,"Hc Systems, Llc D/B/A Coastal Biotech",(859) 317-8009,KY,40503,"Hc Systems, Llc",38.00223759,-84.52438578
461,2425 Universal Way Suite 6,Moye Jessica,Louisville,​Laboratories,Healthtrackrx Indiana Inc Dba Healthtrackrx At Lab,(770) 759-0289,KY,40219,Healthtrackrx Indiana Inc,,
462,"13802 Lake Point Circle, Suite 102",Wharton James,Louisville,​Laboratories,"James R Wharton, Md Psc",(502) 245-4450,KY,40223,"James R. Wharton, Md, Psc",38.27196771,-85.5053513
463,3121 Beaumont Centre Circle,Williams Dennis,Lexington,​Laboratories,Kentucky Blood Center,(859) 276-2534,KY,40513,"Kentucky Blood Center, Inc.",38.01987933,-84.55501948
464,201 E Jefferson Street,Jortani Saeed,Louisville,​Laboratories,Kentucky Clinical Trials Laboratory,(502) 552-5753,KY,40202,Saeed Jortani Ph D,38.25318014,-85.750354
465,"4612 Chamberlain Lane, Ste 200",Christensen Greg,Louisville,​Laboratories,Kentucky Fertility Laboratory Llc,(502) 996-4480,KY,40241,Kentucky Fertility Laboratory Llc,38.30949973,-85.56621849
466,1401 Harrodsburg Rd B 195,Baksi Mitali,Lexington,​Laboratories,Laboratory Corporation Of America,(859) 207-6976,KY,40504,Laboratory Corporation Of America,-84.53353407258805,-84.53353407258805
467,11751 Interchange Drive,Ambrus Gabor,Louisville,​Laboratories,Laboratory Corporation Of America,(502) 396-9784,KY,40229,Laboratory Corporation Of America,38.09545703,-85.67173483
468,350 Hospital Way Suite 100,Heikkinen Synda,Somerset,​Laboratories,Lake Cumberland Medical Associates,(606) 451-2600,KY,42503,"Lake Cumberland Regional Hospital, Llc",37.08545963,-84.62079325
