INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,ADMINISTRATOR,PHONE,OWNER
1563,CMS Provider/Clinician,Little Clinic Of In Llc,1330 W Southport Rd,Indianapolis,IN,46217,,(317)884-4256,
1565,CMS Provider/Clinician,Kiosk Medicine Kentucky Llc,106 Market Place Cir,Georgetown,KY,40324,,(502)868-6736,
1566,CMS Provider/Clinician,Mended Counseling And Trauma Services Llc,"824 Euclid Ave, Suite A102",Lexington,KY,40502,,(859)365-0184,
1567,CMS Provider/Clinician,Nora Urgent Care Llc,"650 N Girls School Rd, F40 In Immediate Care",Indianapolis,IN,46214,,(317)299-4033,
1568,CMS Provider/Clinician,Nora Urgent Care Llc,"675 E Hickory Ln, In Immediate Care",Indianapolis,IN,46227,,(317)883-7712,
1569,CMS Provider/Clinician,Nora Urgent Care Llc,10950 Pendleton Pike,Indianapolis,IN,46236,,(317)723-3875,
1570,CMS Provider/Clinician,Nora Urgent Care Llc,5160 E Southport Rd,Indianapolis,IN,46237,,(317)975-3441,
1572,CMS Provider/Clinician,Little Clinic Of In Llc,5718 Crawfordsville Rd,Indianapolis,IN,46224,,(317)240-5001,
1576,CMS Provider/Clinician,"Family Health Centers, Inc.",712 E Muhammad Ali Blvd,Louisville,KY,40202,,(502)568-6972,
1583,CMS Provider/Clinician,Healthy Living Primary Care,"4400 Breckenridge Ln, Suite 147",Louisville,KY,40218,,(502)708-1904,
1584,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1426 Broad Ripple Ave, Suite 200",Indianapolis,IN,46220,,(317)621-3680,
1586,CMS Provider/Clinician,"Aeg Kentucky Professional, Pllc",3310 Professional Park,Owensboro,KY,42303,,(270)683-2101,
1587,CMS Provider/Clinician,Athletico Ltd,"10302 Prosperity Cir, Suite 101",Camby,IN,46113,,(317)548-4172,
1588,CMS Provider/Clinician,Psychological And Behavioral Consultants Llc,"1255 Providence Ln, Suite 115",Lexington,KY,40502,,(216)468-5000,
1589,CMS Provider/Clinician,Community Medical Associates Inc,"10235 Hwy 421 N, Suite 1A",Milton,KY,40045,,(502)268-3600,
1591,CMS Provider/Clinician,University Of Kentucky,110 Conn Ter,Lexington,KY,40508,,(859)266-2101,
1593,CMS Provider/Clinician,University Of Louisville Physicians Inc,"1305 Wall St, Ulp Eye Specialists",Jeffersonville,IN,47130,,(502)852-7445,
1594,CMS Provider/Clinician,University Of Louisville Physicians Inc,3920 Dutchmans Ln,Louisville,KY,40207,,(502)852-5341,
1596,CMS Provider/Clinician,Openloop Healthcare Partners Pc,"333 N Alabama St, Suite 350",Indianapolis,IN,46204,,(930)336-5493,
1597,CMS Provider/Clinician,Openloop Healthcare Partners Pc,"312 S 4Th St, Suite 700",Louisville,KY,40202,,(606)506-0656,
1600,CMS Provider/Clinician,"Commonwealth Health Corporation, Inc.",1495 S Dixie St,Horse Cave,KY,42749,,(270)796-3330,
1609,CMS Provider/Clinician,Family Care Clinic Pllc,3190 Irvine Rd,Richmond,KY,40475,,(859)369-0070,
1610,CMS Provider/Clinician,Daviess County Hospital,"1314 E Walnut St, Dch Er Physicians Group",Washington,IN,47501,,(812)254-2760,
1614,CMS Provider/Clinician,Johnson Memorial Hospital,1125 W Jefferson St,Franklin,IN,46131,,(317)346-3858,
1615,CMS Provider/Clinician,Baptist Health Medical Group Inc,2800 Breckenridge Ln,Louisville,KY,40220,,(nan)-,
1616,CMS Provider/Clinician,Baptist Health Medical Group Inc,2400 Eastpoint Pkwy,Louisville,KY,40223,,(nan)-,
1618,CMS Provider/Clinician,Concord Medical Group Of Kentucky Pllc,1700 Old Lebanon Rd,Campbellsville,KY,42718,,(270)465-3561,
1619,CMS Provider/Clinician,New Lexington Clinic Psc,700 Bob-O-Link Dr,Lexington,KY,40504,,(859)258-4000,
1624,CMS Provider/Clinician,Lexington Heart Specialists Psc,"1760 Nicholasville Rd, Suite 402",Lexington,KY,40503,,(859)278-0383,
1628,CMS Provider/Clinician,Summit Medical Group Inc,13260 Service Rd,Walton,KY,41094,,(859)485-4116,
1629,CMS Provider/Clinician,"Indiana Spine Group, Pc","2326 18Th St, Suite 130",Columbus,IN,47201,,(317)228-7000,
1630,CMS Provider/Clinician,Vip Imaging Pllc,320 N Loretto Rd,Lebanon,KY,40033,,(270)692-3161,
1631,CMS Provider/Clinician,Vip Imaging Pllc,727 Hospital Dr,Shelbyville,KY,40065,,(502)647-4000,
1632,CMS Provider/Clinician,Vip Imaging Pllc,1011 Old Hwy 60,Hardinsburg,KY,40143,,(502)432-2299,
1633,CMS Provider/Clinician,Vip Imaging Pllc,1903 W Hebron Ln,Shepherdsville,KY,40165,,(502)955-3000,
1634,CMS Provider/Clinician,Vip Imaging Pllc,1850 Bluegrass Ave,Louisville,KY,40215,,(502)361-6000,
1635,CMS Provider/Clinician,Vip Imaging Pllc,9700 Stonestreet Rd,Louisville,KY,40272,,(502)995-2400,
1641,CMS Provider/Clinician,Vip Imaging Pllc,1501 S Dixie St,Horse Cave,KY,42749,,(270)786-2191,
1642,CMS Provider/Clinician,"University Obstetricians-Gynecologists,Inc",550 University Blvd,Indianapolis,IN,46202,,(317)944-8823,
1644,CMS Provider/Clinician,Indiana University Radiology Associates Inc,"550 N University Blvd Room, Suite 0663",Indianapolis,IN,46202,,(nan)-,
1645,CMS Provider/Clinician,Indiana University Radiology Associates Inc,720 Eskenazi Ave,Indianapolis,IN,46202,,(317)880-7360,
1649,CMS Provider/Clinician,University Of Louisville Physicians Inc,401 E Chestnut St,Louisville,KY,40202,,(nan)-,
1652,CMS Provider/Clinician,Radiology Associates Of Southwest Louisiana,217 Evergreen Garden Dr,Elizabethtown,KY,42701,,(337)439-4706,
1653,CMS Provider/Clinician,Imaging Associates Of Indiana Pc,134 Winding View Trl,Georgetown,KY,40324,,(207)653-1606,
1654,CMS Provider/Clinician,Specialists In Medical Imaging Sc,134 Winding View Trl,Georgetown,KY,40324,,(309)671-8282,
1655,CMS Provider/Clinician,Louisville Radiology Imaging Consultants Pllc,134 Winding View Trl,Georgetown,KY,40324,,(708)915-5671,
1656,CMS Provider/Clinician,Empire State Radiology P C,134 Winding View Trl,Georgetown,KY,40324,,(561)366-2002,
1657,CMS Provider/Clinician,Northside Radiology Associates Llc,134 Winding View Trl,Georgetown,KY,40324,,(404)851-6577,
1658,CMS Provider/Clinician,Northside Radiology Associates Llc,6108 Ware Rd,Paris,KY,40361,,(404)851-6577,
1659,CMS Provider/Clinician,Columbus Radiology Corp,134 Winding View Trl,Georgetown,KY,40324,,(832)422-9562,
1660,CMS Provider/Clinician,Columbus Radiology Corp,2507 Legends Way,Crestview Hills,KY,41017,,(832)422-9562,
1661,CMS Provider/Clinician,Murfreesboro Radiology And Nuclear Medicine Consultants Pllc,134 Winding View Trail,Georgetown,KY,40324,,(614)210-1885,
1662,CMS Provider/Clinician,Adi Radiology Pc,4746 Shelbyville Rd,Simpsonville,KY,40067,,(866)722-1655,
1663,CMS Provider/Clinician,Greensboro Radiology Pa,134 Winding View Trl,Georgetown,KY,40324,,(336)274-6682,
1664,CMS Provider/Clinician,Mori Bean And Brooks Inc,134 Winding View Trail,Georgetown,KY,40324,,(904)399-5550,
1665,CMS Provider/Clinician,Imaging Associates Of Michigan Pllc,134 Winding View Trl,Georgetown,KY,40324,,(906)449-3000,
1666,CMS Provider/Clinician,Imaging Associates Of Michigan Pllc,210 Porta Verde,Nicholasville,KY,40356,,(906)449-3000,
1667,CMS Provider/Clinician,University Of Cincinnati Physicians Company Llc,232 State Rd 129,Batesville,IN,47006,,(812)934-5666,
1668,CMS Provider/Clinician,Lawrenceburg Urgent Care,587 W Eads Pkwy,Lawrenceburg,IN,47025,,(812)539-2911,
1673,CMS Provider/Clinician,Sterling Health Solutions Inc,455 Bullion Blvd,Winchester,KY,40391,,(859)744-2623,
1674,CMS Provider/Clinician,Bluegrass Orthopaedics Psc,3401 Yorkshire Medical Park,Lexington,KY,40509,,(859)263-5140,
1675,CMS Provider/Clinician,University Of Kentucky,125 E Maxwell St,Lexington,KY,40508,,(859)323-3231,
1676,CMS Provider/Clinician,Northern Kentucky Mental Health Mental Retardation Regional Board,7459 Burlington Pike,Florence,KY,41042,,(859)578-3200,
1679,CMS Provider/Clinician,Baptist Health Medical Group Inc,1080 Glensboro Rd,Lawrenceburg,KY,40342,,(502)839-4091,
1680,CMS Provider/Clinician,Beacon Orthopaedics And Sports Medicine Ltd,605 Wilson Creek Rd,Lawrenceburg,IN,47025,,(513)354-3700,
1689,CMS Provider/Clinician,"Commonwealth Anesthesia, Psc",150 N Eagle Creek Dr,Lexington,KY,40509,,(859)313-1515,
1693,CMS Provider/Clinician,Community Medical Associates Inc,7926 Preston Hwy,Louisville,KY,40219,,(nan)-,
1694,CMS Provider/Clinician,Community Medical Associates Inc,"9880 Angies Way, Suite 160",Louisville,KY,40241,,(502)423-9595,
1695,CMS Provider/Clinician,Community Medical Associates Inc,12615 Taylorsville Rd,Louisville,KY,40299,,(nan)-,
1696,CMS Provider/Clinician,Community Medical Associates Inc,"3605 Northgate Ct, Suite 110",New Albany,IN,47150,,(812)949-5749,
1697,CMS Provider/Clinician,Little Company Of Mary Hospital Of Indiana Inc,"115 S Main St, Ferdinand Family Medicine",Ferdinand,IN,47532,,(812)367-1906,
1698,CMS Provider/Clinician,Indiana University Health Inc,"1701 N Senate Ave, Heart Station A1089",Indianapolis,IN,46202,,(317)924-8447,
1699,CMS Provider/Clinician,Indiana University Health Inc,"1701 N Senate Blvd, Hematology Oncology Iu Met",Indianapolis,IN,46202,,(317)962-2000,
1700,CMS Provider/Clinician,Indiana University Health Inc,"1800 N Capitol Ave, Advance Heart Care Iu Mh",Indianapolis,IN,46202,,(317)924-5444,
1701,CMS Provider/Clinician,Indiana University Health Inc,550 University Blvd,Indianapolis,IN,46202,,(317)948-3267,
1702,CMS Provider/Clinician,Indiana University Health Inc,"550 University Blvd Hs Uh, Suite 1103",Indianapolis,IN,46202,,(317)962-8447,
1703,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,1115 Ronald Reagan Pkwy,Avon,IN,46123,,(317)944-1000,
1704,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,1115 N Ronald Reagan Pkwy,Avon,IN,46123,,(317)274-8660,
1705,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,1801 N Senate Blvd,Indianapolis,IN,46202,,(317)274-8660,
1706,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,1701 N Senate Blvd,Indianapolis,IN,46202,,(317)274-8660,
1707,CMS Provider/Clinician,University Medical Diagnostic Associates Inc,"1701 N Senate Blvd, Bldg C6",Indianapolis,IN,46202,,(317)962-2000,
1708,CMS Provider/Clinician,Baptist Health Medical Group Inc,"3900 Kresge Way, Suite 41",Louisville,KY,40207,,(502)899-3623,
1709,CMS Provider/Clinician,Columbus Regional Health Physicians Llc,2118 25Th St,Columbus,IN,47201,,(nan)-,
1710,CMS Provider/Clinician,Baptist Health Medical Group Inc,"4002 Kresge Way, Suite 110",Louisville,KY,40207,,(502)928-8700,
1711,CMS Provider/Clinician,Baptist Health Medical Group Inc,3950 Kresge Way,Louisville,KY,40207,,(nan)-,
1712,CMS Provider/Clinician,Community Medical Associates Inc,"234 E Gray St, Suite 768",Louisville,KY,40202,,(502)394-6470,
1715,CMS Provider/Clinician,"Diagnostic X-Ray Physicians, Psc",1451 N Gardner St,Scottsburg,IN,47170,,(502)447-8786,
1716,CMS Provider/Clinician,Eye Associates Of Southern Indiana Pc,1102 Lyndon Ln A,Louisville,KY,40222,,(502)426-0307,
1717,CMS Provider/Clinician,Eye Associates Of Southern Indiana Pc,"302 W 14Th St Sutie, 100A",Jeffersonville,IN,47130,,(812)284-0660,
1718,CMS Provider/Clinician,"Ophthalmology Associates, P.S.C.","302 W 14Th St, 100B",Jeffersonville,IN,47130,,(812)284-1700,
1723,CMS Provider/Clinician,Ansible Health Medical Group Pa,4703 W 30Th St,Indianapolis,IN,46222,,(877)267-4253,
1727,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,"7910 E Washington St, 300 Jane Pauley Chc At Was",Indianapolis,IN,46219,,(317)934-0778,
1735,CMS Provider/Clinician,Central Indiana Orthopedics Llc,"6920 Gatwick Dr, Suite 200",Indianapolis,IN,46241,,(317)455-1064,
1736,CMS Provider/Clinician,Summit Medical Specialists P.S.C,3821 Vincent Station Dr,Owensboro,KY,42303,,(270)478-5334,
1737,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"5435 E 16Th St, Suite 500",Indianapolis,IN,46218,,(317)941-4000,
1738,CMS Provider/Clinician,Community Physicians Of Indiana Inc,5445 E 16Th St,Indianapolis,IN,46218,,(317)355-7000,
1739,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"5445 E 16Th St, Indiana Surgery Center Eas",Indianapolis,IN,46218,,(317)355-7000,
1742,CMS Provider/Clinician,Upson Medical Associates Llc,4210 Glenarm Rd,Crestwood,KY,40014,,(706)647-8111,
1743,CMS Provider/Clinician,Virtual Neurology Llc,2280 Barnwell Ln,Lexington,KY,40513,,(239)208-2212,
1744,CMS Provider/Clinician,University Of Louisville Physicians Inc,200 E Chestnut St,Louisville,KY,40202,,(502)852-6941,
1745,CMS Provider/Clinician,University Of Louisville Physicians Inc,1850 State St,New Albany,IN,47150,,(812)944-7701,
1746,CMS Provider/Clinician,Hospitalist Physicians Of Indiana Pc,1850 State St,New Albany,IN,47150,,(812)944-7701,
1747,CMS Provider/Clinician,"Ky Doctors Of Optometry, Pllc",5220 Frederica St,Owensboro,KY,42301,,(270)684-1174,
1755,CMS Provider/Clinician,Mandm Medical Clinics Llc,240 Masonic Home Dr,Masonic Home,KY,40041,,(502)873-2356,
1761,CMS Provider/Clinician,"University Family Physicians, Inc.","1801 N Senate Blvd, Suite 620",Indianapolis,IN,46202,,(317)944-2020,
1762,CMS Provider/Clinician,"St Elizabeth Medical Center, Inc",1 Medical Village Dr,Edgewood,KY,41017,,(859)301-2237,
1765,CMS Provider/Clinician,Kentucky Institute For Eye Health And Surgery,"601 Perimeter Dr, Suite 100",Lexington,KY,40517,,(859)278-9393,
1766,CMS Provider/Clinician,Tri-State Centers For Sight Inc,"601 Perimeter Dr, Suite 100",Lexington,KY,40517,,(859)278-9393,
1767,CMS Provider/Clinician,Baptist Health Medical Group Inc,"1720 Nicholasville Rd, Suite 502",Lexington,KY,40503,,(859)277-7129,
1772,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc","7926 Preston Hwy, Suite 101",Louisville,KY,40219,,(502)964-5404,
1773,CMS Provider/Clinician,"Sn Kentuckiana Rehab, Llc","3626 Grant Line Rd, Suite 105",New Albany,IN,47150,,(812)944-1377,
1774,CMS Provider/Clinician,"Seven Counties Services, Inc",250 Alpine Dr,Shelbyville,KY,40065,,(502)633-5683,
1779,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,1503 N Mitthoefer Rd,Indianapolis,IN,46229,,(nan)-,
1780,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,"1503 N Mitthoefer Rd, Suite 150",Indianapolis,IN,46229,,(nan)-,
1781,CMS Provider/Clinician,Jane Pauley Community Health Center Inc,153 N Mitthoefer Rd,Indianapolis,IN,46229,,(nan)-,
1785,CMS Provider/Clinician,Conoloway Anesthesia Pllc,910 Wallace Ave,Leitchfield,KY,42754,,(270)259-9400,
1786,CMS Provider/Clinician,"M. C. Cronen And Associates Inc., Psc",252 Whittington Pkwy,Louisville,KY,40222,,(502)423-7246,
1787,CMS Provider/Clinician,"M. C. Cronen And Associates Inc., Psc","825 University Woods Dr, Suite 3",New Albany,IN,47150,,(800)300-3346,
1793,CMS Provider/Clinician,Summit Medical Group Inc,2885 Alexandria Way,Highland Heights,KY,41076,,(859)757-0434,
1797,CMS Provider/Clinician,Wight Speech And Language Services Llc,"1115 Tamarack Rd, Suite 400",Owensboro,KY,42301,,(270)926-8534,
1800,CMS Provider/Clinician,Anesthesia Dynamics Llc,"1000 Breckenridge St, Suite 100",Owensboro,KY,42303,,(888)851-4642,
1801,CMS Provider/Clinician,"Nicholasville Road Mri, Llc",2463 Nicholasville Rd,Lexington,KY,40503,,(859)276-1022,
1803,CMS Provider/Clinician,Ivory Coast Anesthesia Management Llc,"800 W 9Th St, Memorial Hospital And Heal",Jasper,IN,47546,,(812)996-2345,
1806,CMS Provider/Clinician,"Louisville Optometric Centers Iii, Psc",4202 Polar Level Rd,Louisville,KY,40213,,(502)459-2020,
1807,CMS Provider/Clinician,Astra Behavioral Health Llc,2000 Ring Rd,Elizabethtown,KY,42701,,(270)506-2730,
1808,CMS Provider/Clinician,University Of Louisville Physicians Inc,"4402 Churchman Ave, Suite 202",Louisville,KY,40215,,(502)366-1090,
1810,CMS Provider/Clinician,Myeyedr Optometry Of Indiana Llc,"2245 E Main St, Suite 100",Plainfield,IN,46168,,(317)837-7800,
1811,CMS Provider/Clinician,New Lexington Clinic Psc,1207 S Broadway,Lexington,KY,40504,,(859)258-4000,
1812,CMS Provider/Clinician,New Lexington Clinic Psc,"1225 S Broadway, Suite 201",Lexington,KY,40504,,(859)258-4568,
1813,CMS Provider/Clinician,New Lexington Clinic Psc,250 Fountain Ct,Lexington,KY,40509,,(859)263-4444,
1814,CMS Provider/Clinician,"Pursuecare, Llc","4010 Dupont Cir, Suite 449",Louisville,KY,40207,,(860)270-0485,
1815,CMS Provider/Clinician,"Pursuecare, Llc","306 W Main St, Suite 512",Frankfort,KY,40601,,(860)270-0485,
1816,CMS Provider/Clinician,Community Medical Associates Inc,"1263 Hospital Dr Nw, Suite 210",Corydon,IN,47112,,(502)899-6150,
1817,CMS Provider/Clinician,"Carespring Np, Llc",630 Viox Dr,Erlanger,KY,41018,,(859)727-6700,
1822,CMS Provider/Clinician,Oxford Physical Therapy And Rehabilitation,2900 Chancellor Dr,Crestview Hills,KY,41017,,(859)331-2233,
1824,CMS Provider/Clinician,Major Hospital,"30 W Rampart St, Suite 200",Shelbyville,IN,46176,,(nan)-,
1828,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,216 W Walnut St,Danville,KY,40422,,(nan)-,
1829,CMS Provider/Clinician,Ephraim Mcdowell Health Resource Inc,"230 W Main St, Suite 102",Danville,KY,40422,,(859)236-9670,
1830,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1500 N Ritter Ave, Community Hospital East",Indianapolis,IN,46219,,(317)355-1411,
1834,CMS Provider/Clinician,University Of Louisville Physicians Inc,204 E Market St,Louisville,KY,40202,,(502)588-4340,
1836,CMS Provider/Clinician,Benchmark Physical Therapy Of Ky Llc,"1588 Leestown Rd, Suite 120",Lexington,KY,40511,,(859)317-8086,
1837,CMS Provider/Clinician,Indiana University Radiology Associates Inc,355 W 16Th St,Indianapolis,IN,46202,,(317)963-1300,
1839,CMS Provider/Clinician,Indiana University Radiology Associates Inc,583 S Clarizz Blvd,Bloomington,IN,47401,,(812)676-4460,
1840,CMS Provider/Clinician,Indiana University Radiology Associates Inc,995 S Clarizz Blvd,Bloomington,IN,47401,,(812)676-4345,
1841,CMS Provider/Clinician,"Lifespring, Inc",1036 Sharon Dr,Jeffersonville,IN,47130,,(812)280-6606,
1842,CMS Provider/Clinician,"Lifespring, Inc",1060 Sharon Dr,Jeffersonville,IN,47130,,(812)283-7116,
1845,CMS Provider/Clinician,Community Physicians Of Indiana Inc,"1440 E County Line Rd, Suite 1200",Indianapolis,IN,46227,,(317)497-6270,
1851,CMS Provider/Clinician,University Of Louisville Physicians Inc,401 E Chestnut St,Louisville,KY,40202,,(502)813-6410,
1852,CMS Provider/Clinician,Kentucky Orthopedic Rehabilitation Llc,101 Eastside Dr,Georgetown,KY,40324,,(502)867-0111,
1854,CMS Provider/Clinician,Capitol Pain Institute Pa,"6400 Dutchmans Pkwy, Suite 60",Louisville,KY,40205,,(502)791-8700,
1857,CMS Provider/Clinician,Brightview Llc,1154 A Lexington Rd,Georgetown,KY,40324,,(833)510-4357,
1859,CMS Provider/Clinician,The Weston Group Inc,66 C Michael Davenport Blvd,Frankfort,KY,40601,,(502)969-0500,
1860,CMS Provider/Clinician,Hoosier Rehabilitation Specialists,200 Meadow Lake Dr,Mooresville,IN,46158,,(317)834-1791,
1861,CMS Provider/Clinician,"Health Care Academy, Inc",7515 Preston Hwy,Louisville,KY,40219,,(859)992-4660,
1863,CMS Provider/Clinician,Post Acute Telehealth Pc,"377 Westridge Blvd, Greenwood Healthcare Cente",Greenwood,IN,46142,,(317)888-4948,
1864,CMS Provider/Clinician,Post Acute Telehealth Pc,"7301 E 16Th St, Wildwood Healthcare Center",Indianapolis,IN,46219,,(317)353-1290,
1865,CMS Provider/Clinician,Post Acute Telehealth Pc,7465 Madison Ave,Indianapolis,IN,46227,,(317)788-3000,
1869,CMS Provider/Clinician,Post Acute Telehealth Pc,"150 Beechmont Dr Ne, Harrison Healthcare Center",Corydon,IN,47112,,(812)738-0550,
1870,CMS Provider/Clinician,Post Acute Telehealth Pc,"240 Beechmont Dr Ne, Indian Creek Healthcare Ce",Corydon,IN,47112,,(812)738-8127,
1871,CMS Provider/Clinician,Post Acute Telehealth Pc,101 Potters Ln,Clarksville,IN,47129,,(812)948-0808,
1872,CMS Provider/Clinician,Post Acute Telehealth Pc,3625 Saint Joseph Rd,New Albany,IN,47150,,(812)948-0670,
1873,CMS Provider/Clinician,Post Acute Telehealth Pc,2500 Iowa Ave,Connersville,IN,47331,,(765)825-7514,
1874,CMS Provider/Clinician,Rehabilitation And Performance Institute Psc,117 Eastwind Ct,Hawesville,KY,42348,,(270)926-8145,
1878,CMS Provider/Clinician,The Health And Hospital Corporation Of Marion County,"720 Eskenazi Ave Fl, 2 Eskenazi Health Center",Indianapolis,IN,46202,,(317)880-7000,
1879,CMS Provider/Clinician,Community Medical Associates Inc,1 Audubon Plaza Dr,Louisville,KY,40217,,(502)636-8380,
1880,CMS Provider/Clinician,A Plus Family Healthcare Llc,"210 S Main St, Suite 101",Brownsville,KY,42210,,(270)975-4050,
