INDEX,FACILITY_TYPE,NAME,ADDRESS,CITY,ST,ZIP,PHONE,ADMINISTRATOR,OWNER,LICENSE_NO,LICENSE_EXPIRATION,BEDS,long,lat
2360,Personal Services Agencies,"Jewish Family & Career Services Of Louisville, Inc",2821 Klempner Way,Louisville,KY,40205,5024526341,Mauri Malka,"Jewish Family & Career Services Of Louisville, Inc",500015,12/31/2025,N/A,-85.65137484499056,-85.65137484499056
2361,Personal Services Agencies,Joycare For Elders Homecare Llc,"4229 Bardstown Road, Suite 202",Louisville,KY,40218,5023843564,Barbara Kimanuka,Joycare For Elders Homecare L.L.C.,500417,11/30/2025,N/A,-85.63952955,38.18814738
2362,Personal Services Agencies,Jubba Caregivers Llc,4304 Hunsinger Ln,Louisville,KY,40220,5022950353,Ahmed Abdulahi,"Jubba Caregivers, Llc",500436,Pending Renewal,N/A,-85.62046478,38.20133636
2363,Personal Services Agencies,"Kallykare, Llc",101 N 7Th St Ste 787,Louisville,KY,40202,5025725952,Jemima Bikayi,"Kally Kare, Llc",500389,06/30/2026,N/A,-85.76140657,38.25720428
2364,Personal Services Agencies,Karmena Home Health Care,8606 Loyal Drive,Louisville,KY,40229,5029991389,Philomena Walker,"Karmena Home Health Care, Llc",500409,Pending Renewal,N/A,-85.61620788,38.09968107
2365,Personal Services Agencies,Kceoc Community Action Partnership Knox County,130 Harding Street,Barbourville,KY,40906,6065465191,Shawn Bingham,"Kceoc Community Action Partnership, Inc.",500317,03/31/2026,N/A,-83.8860236,36.8690111
2366,Personal Services Agencies,"Kendrick Home Care, Llc","4229 Bardstown Road, Suite 214",Louisville,KY,40218,5025366111,Uneka Kendrick,"Kendrick Home Care, Llc",500333,Pending Renewal,N/A,-85.63952955,38.18814738
2367,Personal Services Agencies,Kentucky Premier Personal Care,636 Big Sandy Rd,Mount Vernon,KY,40456,6063925343,Gabrielle Mcferron,"Kentucky Premier Personal Care, Llc",500422,11/30/2025,N/A,-84.28274874,37.47823522
2368,Personal Services Agencies,"Kentucky River Foothills Development Council, Inc",309 Spangler Drive,Richmond,KY,40475,8596242046,Jodie Brandenburg,"Kentucky River Foothills Development Council, Inc.",500012,Pending Renewal,N/A,-84.31664518,37.73488861
2369,Personal Services Agencies,"Kindly Home Care, Llc","3411 Bardstown Rd, Suite 5",Louisville,KY,40218,5029990120,Jean Claude Niyonshima,"Kindly Home Care, Llc",500437,Pending Renewal,N/A,-85.66642742,38.20544515
2370,Personal Services Agencies,"Koala Home Care, Llc","9850 Von Allem Court, Suite 201",Louisville,KY,40241,5022760400,Ahmed Ibrahim,"Koala Home Care, Llc",500311,Pending Renewal,N/A,-85.5692029,-85.5692029
2371,Personal Services Agencies,Laguna Blue Llc,212 N 2Nd Street Ste 100,Richmond,KY,40475,5866109716,Steven Valdez,Laguna Blue Llc,500431,Pending Renewal,N/A,-84.2943206,37.74888985
2372,Personal Services Agencies,"Laurel County Older Persons Activity Center, Inc",426 1/2  East 4Th Street,London,KY,40741,6068786261,Donna Stanifer,"Laurel County Older Persons Activity Center, Inc.",500033,11/30/2025,N/A,-84.07711886,37.13051124
2373,Personal Services Agencies,Laurus Home Care,500 Meridian Hills Drive,Middletown,KY,40243,5022030237,Miracle Howard,"Senior Home Care Solutions, Llc",500319,Pending Renewal,N/A,-85.51317986,38.24001196
2374,Personal Services Agencies,Legacy Senior Care,"4537 Fort Campbell Boulevard, Suite 102",Hopkinsville,KY,42240,2705744143,Stacy Flener,"Legacy Senior Care, Llc",500370,06/30/2026,N/A,-87.47312572,36.82131491
2375,Personal Services Agencies,"Lexington Caregivers, Llc",701 Sunny Slope Trace,Lexington,KY,40514,8592672273,Mica Guillaume,"Lexington Caregivers, Llc",500314,12/31/2025,N/A,-84.54736952,37.96874459
2376,Personal Services Agencies,Lifeline Community-Based Services,"368 North Highway 27, Suite 1",Somerset,KY,42503,6066760045,Natalie Micoff,"Lifeline Private Duty Services Of Kentucky, Llc",500031,12/31/2025,N/A,-84.62164407,37.09834114
2377,Personal Services Agencies,"Lifeline Homecare, Inc","246 Poplar Avenue, Suite #3",Somerset,KY,42503,6066784032,Jason Black,"Lifeline Homecare, Inc.",500051,12/31/2025,N/A,-84.61751173,37.09755645
2378,Personal Services Agencies,Lighter Hearts Home Care,35 Grant Court,Taylorsville,KY,40071,5029040131,Lisa Mattingly,"Larry Fowler Consulting, Inc.",500236,07/31/2026,N/A,-85.39420534,38.09727586
2379,Personal Services Agencies,"Lincoln County Senior Citizens Center, Inc",100 Senior Way,Stanford,KY,40484,6063659016,Miranda Perkins,"Lincoln County Senior Citizens Center, Inc.",500052,Pending Renewal,N/A,-84.64021334,37.55149127
2380,Personal Services Agencies,Lita'S Helping Hands Llc,"7430 Us 42, Suite 208",Florence,KY,41042,8598171121,Lita Trame,"Lita'S Helping Hands, Llc",500331,Pending Renewal,N/A,-84.63208074,38.99550567
2381,Personal Services Agencies,Live Well Home Care,"3499 Blazer Parkway, 3Rd Floor",Lexington,KY,40509,9152476129,Pamela Byers,"Lw Care, Llc",500451,03/31/2026,N/A,-84.43446787,37.99885644
2382,Personal Services Agencies,"Louisville, Ky Caregiving","9900 Shelbyville Road, Suite 2A",Louisville,KY,40223,5027543187,Evan Gold,Cornerstone Caregiving,500397,Pending Renewal,N/A,-85.57242421,38.2459974
2383,Personal Services Agencies,Love Home Health Care,3136 Tiburon Way,Lexington,KY,40511,8593273842,Glory Enow,"Love Home Health Care, Llc",500430,Pending Renewal,N/A,-84.53399387,38.1115048
2384,Personal Services Agencies,Maxim Companion Services,233 Quartermaster Court,Jeffersonville,KY,47130,8126702285,Janna Grace,"Maxim Healthcare Services, Inc.",500216,Pending Renewal,N/A,-85.73992413,38.28325064
2385,Personal Services Agencies,"Med One Staffing, Llc",5008 Stonybrook Drive ,Louisville,KY,40291,5024178770,Gholson Jonathan,"Med One Staffing, Llc",500386,Pending Renewal,N/A,-85.59964076,38.17505348
2386,Personal Services Agencies,Mercy Works Louisville,16324 Crooked Ln.  ,Fisherville,KY,40023,5028823049,Jeffrey Flood,"Mercy Works Louisville, L.L.C.",500201,01/31/2026,N/A,-85.45951277,38.15900505
2387,Personal Services Agencies,"Miracle Care, Llc","1710 Alexandria Dr, Ste 4",Lexington,KY,40504,8594136118,Emmanuel Kikoko,"Miracle Care, Llc",500426,Pending Renewal,N/A,-84.55208746,38.04009355
2388,Personal Services Agencies,"Model Home Care, Llc",7213 Rambo Way,Louisville,KY,40228,5028046586,Surja Rai,"Model Home Care, Llc",500374,Pending Renewal,N/A,-85.62734732,38.13179315
2389,Personal Services Agencies,"Namsara Homecare Services, Llc",504 Severn Way ,Lexington,KY,40503,8593820817,Bikash Samal,"Namsara Homecare Services, Llc",500310,Pending Renewal,N/A,-84.5298192,38.00593005
2390,Personal Services Agencies,"Nazareth At Home, Inc",2000 Newburg Rd,Louisville,KY,40205,5024599681,Hannah Bruenderman,"Nazareth Home, Inc",500442,10/31/2025,N/A,-85.70961929,38.21971298
2391,Personal Services Agencies,Nicholas County Senior Citizens Center,"2323 Concrete Road, Suite B",Carlisle,KY,40311,8592893729,Angela Gonzales,Nicholas County Fiscal Court,500017,12/31/2025,N/A,-84.04477991,38.31162544
2392,Personal Services Agencies,Nikki'S Loving Care,103 Secretariat Drive,Lawrenceburg,KY,40342,5025988396,Nikki Leathers,Nikki Leathers,500383,Pending Renewal,N/A,-84.89865489,38.04820774
2393,Personal Services Agencies,Noble Senior Care,"3429 Lone Oak Road, Suite 5B",Paducah,KY,42001,2705747509,Stacy Flener,"Noble Senior Care, Llc",500325,06/30/2026,N/A,-88.67005361,37.03217313
2394,Personal Services Agencies,"Nurseology, Llc",440 Greenup Road,Raceland,KY,41169,6066949065,Melissa Westfall,"Nurseology, Llc",500345,Pending Renewal,N/A,-82.74534795,38.54484666
2395,Personal Services Agencies,"Old Timers, Inc",144 Old Timers Road,Manchester,KY,40962,6065985754,Carmen Roberts,"Old Timers, Inc.",500048A,05/31/2026,N/A,-83.75824084,37.13428509
2396,Personal Services Agencies,On Call Home Care,161 2Nd Street,Pikeville,KY,41501,6062533198,Rock Newsome,"On Call, Inc.",500199,01/31/2026,N/A,-82.5179687,37.4804603
2397,Personal Services Agencies,P'S Angels,109 Shelby Way,Nicholasville,KY,40356,8599677159,Mesha Johnson,P'S Angels,500461,06/30/2026,N/A,-84.54980925,37.88807815
2398,Personal Services Agencies,"Parker Home Care, Llc",5093 Magnolia Gardens Place,Lexington,KY,40515,8596210465,April Yeary,"Parker Home Care, Llc",500340,Pending Renewal,N/A,-84.4858956,37.94362329
2399,Personal Services Agencies,Pathways Home Healthcare,4930 Manslick Road Apt 2,Louisville,KY,40214,5023098225,Monay Parham,"Pathways Home Healthcare, Llc",500394,Pending Renewal,N/A,-85.79805109,38.17265818
2400,Personal Services Agencies,Peace Of Mind Home Care,"427 Chestnut Street, Suite 3",Berea,KY,40403,8593021148,Janaina Alexander,Janaina Alexander,500256,05/31/2026,N/A,-84.29796704,37.56787965
2401,Personal Services Agencies,"Peaceful Nursing Services, Llc",909 Riesling Ct,Walton,KY,41094,8596690469,Peace Yeboah,"Peaceful Nurse Services, Llc",500448,01/31/2026,N/A,-84.5984797,38.880712
2402,Personal Services Agencies,Peacemaker Elder Care,13410 Shady Creek Circle,Louisville,KY,40299,5025727377,Paul Osting,Peacemaker Elder Care,500452,04/30/2026,N/A,-85.52348243,38.19504543
2403,Personal Services Agencies,"Pennyrile Allied Community Services, Inc",1100 South Liberty Street,Hopkinsville,KY,42240,2708866341,Rachel Newman,"Pennyrile Allied Community Services, Inc.",500076,12/31/2025,N/A,-87.48760954,36.86360878
2404,Personal Services Agencies,"Personal Companions Home Care, Llc","9420 Towne Square, Suite 18",Blue Ash,KY,45242,5134420082,Kayla Bankhead,"Personal Companions Home Care, Llc",500339,Pending Renewal,N/A,-84.3762666,39.22790026
2405,Personal Services Agencies,"Personal Options Homecare, Llc",9817 White Blossom Blvd,Louisville,KY,40241,5022084073,Marcus Forward,"Personal Options Homecare, Llc",500249,Pending Renewal,N/A,-85.56701396,38.29942706
2406,Personal Services Agencies,Phoenix Home Care,1819 Brownsboro Road,Louisville,KY,40206,5027422300,Jennifer Hines,"The Phoenix Group, Llc",500286,Pending Renewal,N/A,-85.71584011,38.26004004
2407,Personal Services Agencies,"Pnr, Inc","60 Lakeview Drive, Suite 1",Paducah,KY,42001,2705547344,Jeff Walker,"Pnr, Inc.",500011,Pending Renewal,N/A,-88.66198868,37.04118428
2408,Personal Services Agencies,"Praise Home Health Agency, Llc","8300 Smithton Rd,",Louisville,KY,40219,3173717477,Mang Em,"Praise Home Health Agency, Llc",500468,08/31/2026,N/A,-85.67593465,38.13300773
2409,Personal Services Agencies,Premier Caregiver Services,297 North Hubbards Lane,Louisville,KY,40207,5024459953,John O'Callaghan,"Caregiver Services Of Ky, Llc",500066,05/31/2026,N/A,-85.64096604,38.25977945
2410,Personal Services Agencies,"Premier Nurse Staffing, Pllc",8812 Eli Drive,Louisville,KY,40291,5024092821,Lanecia Duckworth,"Premier Nurse Staffing, Pllc",500360,Pending Renewal,N/A,-85.59947946,38.12008608
2411,Personal Services Agencies,Providence Home Care,1005 Champion Court,Frankfort,KY,40601,5714779439,Maame West,Providence Home Care,500312,Pending Renewal,N/A,-84.81328641,38.21008584
2412,Personal Services Agencies,Pure Intentions,3215 Fern Valley Rd Suite 204 ,Louisville,KY,40213,5029755931,Shanita Garner,,500439,Pending Renewal,N/A,-85.70545935,38.15703989
2413,Personal Services Agencies,Quality Life Solutions,1403 North Forbes Road,Lexington,KY,40511,8595230660,Elijah Harkless,"Life'S Solutions, Llc",500330,Pending Renewal,N/A,-84.51961186,38.06443643
2414,Personal Services Agencies,"Quality Senior Care, Llc",10201 Taylorsville Road,Louisville,KY,40299,5027277212,Gladys Barclay,"Quality Senior Care, Llc",500258,Pending Renewal,N/A,-85.56813038,38.19688642
2415,Personal Services Agencies,"Rainbow, Llc",1027 Us 31 West Bypass,Bowling Green,KY,42101,2707450033,Joy Forshee,"Rainbow, Llc",500172,Pending Renewal,N/A,-86.43577679,36.98406828
2416,Personal Services Agencies,"Red Bird Mission, Inc",70 Queendale Center,Beverly,KY,40913,6065983155,Tracy Nolan,"Red Bird Mission, Inc.",500050,12/31/2025,N/A,,
2417,Personal Services Agencies,"Reds Staffing Agency, Llc",2387 Merluna Drive,Lexington,KY,40511,3219867803,Edine Osias,"Reds Staffing Agency, Llc",500362,02/28/2026,N/A,-84.53030545,38.09518202
2418,Personal Services Agencies,"Regina'S Quality Care, Llc",104 Helm Street,Lexington,KY,40505,8594920122,Regina Hair,"Regina'S Quality Care, Llc",500111,03/31/2026,N/A,-84.45714936,38.04271963
2419,Personal Services Agencies,"Reidsready, Llc",5109 Roederer Drive,Louisville,KY,40219,8129873497,Sheila Reid,"Reidsready, Llc",500445,11/30/2025,N/A,-85.6782327,38.1593034
2420,Personal Services Agencies,"Resoarces, Inc",110 North 1St Street,Danville,KY,40422,8592363139,Melody Wray,"Resoarces, Inc.",500361,Pending Renewal,N/A,-84.76975562,37.64582504
2421,Personal Services Agencies,Restoration Center Inc,2611 Northwestern Parkway,Louisville,KY,40212,5028353052,Denice Goldsmith-Kelley,Restoration Center Inc,500324,Pending Renewal,N/A,-85.78868023,38.27376804
2422,Personal Services Agencies,Rhema Home Care And Wellness,7611 Gadwall Way,Louisville,KY,40218,5028498509,Akunna Onwuka,Rhema Home Care And Wellness,500471,09/30/2026,N/A,-85.62930327,38.1747909
2423,Personal Services Agencies,Richmond Place Senior Living,3051 Rio Dosa Drive,Lexington,KY,40509,8592696308,Tynickce Herrod,"Vop Richmond Pl, Llc",500196,01/31/2026,N/A,-84.44194953,38.00559427
2424,Personal Services Agencies,Right At Home,1599 2Nd Avenue,Charleston          ,KY,25387,3043440586,Karen Williamson,"Elder Aide Services, Llc",500119,Pending Renewal,N/A,-81.66476827,38.36700419
2425,Personal Services Agencies,Right At Home,"1522 Dixie Highway, Suite 30",Park Hills,KY,41011,8594425111,Robert Fenno,Robert & Terri Fenno,500084,12/31/2025,N/A,-84.52991968,39.06717453
2426,Personal Services Agencies,Right At Home,1830 Destiny Lane #106,Bowling Green,KY,42101,2704671900,Mary Lois Anderson,"Mb1, Llc",500467,08/31/2026,N/A,-86.44852717,36.95999298
2427,Personal Services Agencies,Right At Home Kentuckiana,150 King Daughters Drive,Frankfort,KY,40601,5028970580,Jason Hiles,Rahco Kenuckiana Llc,500453,Pending Renewal,N/A,-84.90263977,38.16502301
2428,Personal Services Agencies,Right At Home Kentuckiana,706 Executive Park,Louisville,KY,40207,5028970580,Jamie Patterson,"Rahco Kentuckiana, Llc",500079,04/30/2026,N/A,-85.62288888,38.24128883
2429,Personal Services Agencies,Right At Home Of Lexington,"1050 Chinoe Road, Suite 101",Lexington,KY,40502,8592640270,Eric Hudson,"Bailan Enterprises, Llc",500182,01/31/2026,N/A,-84.48035292,37.99859266
2430,Personal Services Agencies,"Rockcastle County Senior Citizens, Inc.",1260 South Wilderness Road,Mount Vernon,KY,40456,6062564316,Brenda Cable,"Rockcastle County Senior Citizens, Inc.",500089,01/31/2026,N/A,-84.31932951,37.3478128
2431,Personal Services Agencies,"Royalty Homecare, Llc",2621 S 4Th St Unit 1,Louisville,KY,40208,5024094133,Said Mukhtar,"Royalty Home Care, Llc",500473,09/30/2026,N/A,-85.76449335,38.210848
2432,Personal Services Agencies,"Senior Citizens Of Whitley County, Inc",208 South Second Street,Williamsburg,KY,40769,6065495600,Virginia Hayes,"Senior Citizens Of Whitley County, Inc.",500022,12/31/2025,N/A,-84.1582853,36.74237746
2433,Personal Services Agencies,Senior Helpers Of Kentucky,"1902 Campus Place, Suite 9",Louisville,KY,40299,5026902648,Nancy Galloway,"Senior Helpers Of Kentucky, Llc",500075,12/31/2025,N/A,-85.53551632,38.2143658
2434,Personal Services Agencies,Senior Helpers Of Nky,"73 Cavalier Boulevard, Suite 127",Florence,KY,41042,8592835500,Jeremy Mays,"Halcyon Home Care, Llc",500087,12/31/2025,N/A,-84.63410375,39.00855987
2435,Personal Services Agencies,Senior Helpers Of The Bluegrass,"3070 Harrodsburg Road, Suite 240",Lexington,KY,40503,8592962525,Gabriel Huffman,"Jbv Home Services, Inc./Honora Home Services, Inc.",500029,12/31/2025,N/A,-84.55393598,38.01384722
2436,Personal Services Agencies,Senior Helpers Of West Kentucky,809-D Country Club Lane,Hopkinsville,KY,42240,2707072273,Kyle Rhone,"His Hands, Llc",500024,01/31/2026,N/A,-87.51734793,36.85805879
2437,Personal Services Agencies,Seniors Helping Seniors,9000 Wessex Place Suite 200,Louisville,KY,40222,5026586540,Angela Gibson,"Gibson Family Services,  Inc.",500413,Pending Renewal,N/A,-85.57957877,38.24117764
2438,Personal Services Agencies,Seniors Helping Seniors,710 East Main Street,Lexington,KY,40502,8594081145,Lynn Phillips,"Tlt Phillips, Llc",500239,Pending Renewal,N/A,-84.48541531,38.03597431
2439,Personal Services Agencies,"Seniortopcare, Llc",11802 Sandpiper Brook Lane,Louisville,KY,40299,5027092565,Vianney Samatungo,"Seniortopcare, Llc",500465,Pending Renewal,N/A,-85.55515266893781,-85.55515266893781
2440,Personal Services Agencies,"Silver Angels Of Kentucky-Bowling Green, Llc",550 High St,Bowling Green,KY,42101,5023812176,Nicole Gray,"Silver Angels Of Kentucky - Bowling Green, Llc",500464,07/31/2026,N/A,-86.43325811,36.9926738
2441,Personal Services Agencies,"Silver Angels Of Kentucky-Owensboro, Llc",1614 W Parrish Ave,Owensboro,KY,42301,5025687969,Nicole Gray,"Silver Angels Of Kentucky - Owensboro, Llc",500463,07/31/2026,N/A,-87.12849503,37.75998981
2442,Personal Services Agencies,Silver Tree Home Care,17009 Shakes Creek Drive,Fisherville,KY,40023,5022406464,Pam Jeseo,"Senior Home Care Services, Inc.",500005,Pending Renewal,N/A,-85.4367461,-85.4367461
2443,Personal Services Agencies,"Smiling Angels Home Health, Llc",1450 Gardiner Lane Unit D ,Louisville,KY,40213,5029991198,Natalie Calhoun,"Smiling Angels, Llc",500375,10/31/2025,N/A,-85.69279613,38.19874773
2444,Personal Services Agencies,"Southside Personal Care Home, Llc","5330 South 3Rd St, Suite 208",Louisville,KY,40214,5025331492,Abdirashid Kanyare,"Southside Personal Care Home, Llc",500334,Pending Renewal,N/A,-85.76832787,38.17005115
2445,Personal Services Agencies,St Charles At Home Program,600 Farrell Drive,Covington,KY,41011,8593313224,Michelle Bonar,"St. Charles Care Center, Inc.",500023,12/31/2025,N/A,-84.52826029,39.04825845
2446,Personal Services Agencies,"Starlite Home Healthcare, Llc","3703 Taylorsville Road, Suite 202",Louisville,KY,40220,5029091298,Muhammad Alif,"Starlite Home Healthcare, Llc",500328,Pending Renewal,N/A,-85.64483901,38.22104714
2447,Personal Services Agencies,"Sunshine Home Care, Inc",112 Greystone Drive,Nicholasville,KY,40356,2672658370,Paul Gumenyuk,"Sunshine Home Care, Inc.",500358,Pending Renewal,N/A,-84.59250198,37.82104051
2448,Personal Services Agencies,Synergy Homecare Of East Louisville,105 Vieux Carre Dr,Louisville,KY,40223,5023140395,Yasmary Hernandez,"Apexcare, Llc",500444,11/30/2025,N/A,-85.57452721,38.24174435
2449,Personal Services Agencies,Team Agape Personal Care,2248 Spurr Road,Lexington,KY,40511,8592852004,Treena Burnette,Team Agape Personal Care,500309,Pending Renewal,N/A,-84.50852308,38.10404407
